,Approximate,Exact,Errors,log h,log Error
85,"[0.         0.01939965 0.03879685 0.05818866 0.07757241 0.09694542
 0.11630499 0.13564844 0.15497311 0.17427629 0.19355534 0.21280756
 0.23203029 0.25122088 0.27037666 0.28949497 0.30857318 0.32760863
 0.34659868 0.36554072 0.3844321  0.40327022 0.42205246 0.44077623
 0.45943892 0.47803796 0.49657076 0.51503476 0.5334274  0.55174613
 0.56998841 0.58815173 0.60623355 0.62423137 0.64214271 0.65996509
 0.67769602 0.69533306 0.71287376 0.7303157  0.74765646 0.76489363
 0.78202484 0.7990477  0.81595987 0.83275899 0.84944275 0.86600884
 0.88245495 0.89877882 0.91497819 0.93105081 0.94699447 0.96280695
 0.97848607 0.99402966 1.00943558 1.02470169 1.03982588 1.05480607
 1.06964018 1.08432616 1.098862   1.11324568 1.12747522 1.14154866
 1.15546405 1.16921948 1.18281306 1.19624291 1.20950719 1.22260408
 1.23553176 1.24828847 1.26087247 1.27328201 1.2855154  1.29757097
 1.30944707 1.32114208 1.33265439 1.34398245 1.3551247  1.36607964
 1.37684577 1.38735111]","[0.         0.01939627 0.03878986 0.05817808 0.07755825 0.09692768
 0.1162837  0.13562362 0.15494478 0.17424448 0.19352007 0.21276888
 0.23198824 0.25117548 0.27032797 0.28944304 0.30851804 0.32755035
 0.34653732 0.36547633 0.38436476 0.40319998 0.4219794  0.44070042
 0.45936044 0.47795688 0.49648717 0.51494874 0.53333904 0.55165552
 0.56989564 0.5880569  0.60613676 0.62413272 0.6420423  0.65986302
 0.67759241 0.69522802 0.7127674  0.73020813 0.7475478  0.764784
 0.78191434 0.79893647 0.81584802 0.83264665 0.84933003 0.86589586
 0.88234185 0.89866571 0.9148652  0.93093806 0.94688207 0.96269502
 0.97837474 0.99391904 1.00932577 1.02459281 1.03971803 1.05469936
 1.0695347  1.08422201 1.09875926 1.11314444 1.12737555 1.14145062
 1.15536771 1.16912488 1.18272025 1.19615191 1.20941802 1.22251674
 1.23544625 1.24820477 1.26079053 1.27320179 1.28543683 1.29749396
 1.3093715  1.32106782 1.33258129 1.34391033 1.35505335 1.36600884
 1.37677525 1.38735111]",0.0007945751997020724,-4.442651256490317,-7.137702926117827
90,"[0.         0.01832224 0.03664241 0.05495804 0.07326689 0.09156667
 0.10985515 0.12813004 0.14638909 0.16463006 0.18285067 0.20104869
 0.21922185 0.23736792 0.25548465 0.27356981 0.29162115 0.30963645
 0.32761347 0.34555001 0.36344383 0.38129274 0.39909452 0.41684697
 0.4345479  0.45219512 0.46978645 0.48731971 0.50479275 0.52220339
 0.53954949 0.5568289  0.5740395  0.59117914 0.60824572 0.62523712
 0.64215124 0.658986   0.67573931 0.69240911 0.70899333 0.72548992
 0.74189685 0.75821208 0.77443361 0.79055943 0.80658755 0.82251599
 0.83834277 0.85406595 0.86968358 0.88519373 0.9005945  0.91588397
 0.93106027 0.9461215  0.96106583 0.9758914  0.99059639 1.00517897
 1.01963736 1.03396977 1.04817442 1.06224958 1.0761935  1.09000447
 1.10368078 1.11722076 1.13062273 1.14388504 1.15700607 1.1699842
 1.18281783 1.19550539 1.20804532 1.22043607 1.23267614 1.24476401
 1.25669821 1.26847728 1.28009977 1.29156426 1.30286934 1.31401365
 1.32499582 1.33581451 1.3464684  1.35695619 1.36727662 1.37742843
 1.38735111]","[0.         0.01831875 0.03663524 0.0549472  0.07325238 0.09154852
 0.10983335 0.12810463 0.14636009 0.16459748 0.18281455 0.20100905
 0.21917873 0.23732136 0.25543469 0.27351648 0.29156451 0.30957654
 0.32755035 0.34548373 0.36337445 0.38122031 0.39901911 0.41676864
 0.43446673 0.45211117 0.46969981 0.48723045 0.50470094 0.52210913
 0.53945286 0.55672999 0.57393838 0.59107593 0.6081405  0.62512999
 0.6420423  0.65887536 0.67562707 0.69229537 0.7088782  0.72537352
 0.74177929 0.75809348 0.77431408 0.79043908 0.80646651 0.82239436
 0.83822069 0.85394354 0.86956097 0.88507104 0.90047184 0.91576148
 0.93093806 0.94599971 0.96094457 0.9757708  0.99047656 1.00506004
 1.01951945 1.03385299 1.04805889 1.0621354  1.07608079 1.08989333
 1.10357132 1.11711306 1.1305169  1.14378116 1.15690421 1.16988444
 1.18272025 1.19541003 1.20795224 1.22034532 1.23258774 1.244678
 1.25661458 1.26839604 1.2800209  1.29148774 1.30279513 1.31394169
 1.32492604 1.33574681 1.34640268 1.35689233 1.36721447 1.37736781
 1.38735111]",0.0008714651383349512,-4.499809670330265,-7.0453346957148515
95,"[0.         0.01735771 0.03471365 0.05206574 0.06941206 0.08675068
 0.10407968 0.12139713 0.13870111 0.15598972 0.17326102 0.1905131
 0.20774405 0.22495196 0.24213491 0.25929101 0.27641835 0.29351503
 0.31057916 0.32760884 0.34460217 0.36155729 0.3784723  0.39534534
 0.41217452 0.42895799 0.44569388 0.46238034 0.47901551 0.49559755
 0.51212462 0.5285949  0.54500654 0.56135774 0.57764667 0.59387154
 0.61003054 0.62612188 0.64214378 0.65809447 0.67397216 0.68977511
 0.70550155 0.72114976 0.73671798 0.7522045  0.76760761 0.78292558
 0.79815673 0.81329937 0.82835182 0.84331241 0.85817948 0.87295139
 0.8876265  0.90220318 0.91667983 0.93105484 0.94532661 0.95949357
 0.97355415 0.98750679 1.00134995 1.0150821  1.02870172 1.0422073
 1.05559735 1.0688704  1.08202497 1.09505961 1.10797288 1.12076336
 1.13342964 1.14597032 1.15838401 1.17066935 1.18282499 1.19484958
 1.20674181 1.21850037 1.23012396 1.24161131 1.25296115 1.26417225
 1.27524337 1.2861733  1.29696085 1.30760484 1.3181041  1.32845749
 1.33866388 1.34872216 1.35863124 1.36839005 1.37799751 1.38735111]","[0.         0.01735464 0.03470736 0.05205623 0.06939933 0.08673475
 0.10406055 0.12137482 0.13867565 0.15596111 0.17322929 0.19047827
 0.20770615 0.22491101 0.24209096 0.25924408 0.27636847 0.29346225
 0.3105235  0.32755035 0.34454091 0.36149329 0.37840561 0.39527601
 0.41210261 0.42888355 0.44561697 0.46230101 0.47893383 0.49551358
 0.51203842 0.52850654 0.54491609 0.56126526 0.57755225 0.59377524
 0.60993244 0.62602205 0.6420423  0.65799142 0.67386762 0.68966916
 0.70539428 0.72104125 0.73660832 0.75209377 0.76749589 0.78281297
 0.79804331 0.81318522 0.82823703 0.84319708 0.85806369 0.87283523
 0.88751006 0.90208654 0.91656308 0.93093806 0.94520988 0.95937698
 0.97343778 0.98739071 1.00123424 1.01496683 1.02858696 1.04209313
 1.05548382 1.06875757 1.08191289 1.09494834 1.10786246 1.12065383
 1.13332103 1.14586265 1.15827731 1.17056363 1.18272025 1.19474582
 1.20663901 1.2183985  1.23002299 1.24151119 1.25286183 1.26407364
 1.2751454  1.28607587 1.29686383 1.3075081  1.3180075  1.32836086
 1.33856703 1.34862489 1.35853331 1.36829121 1.3778975  1.38735111]",0.0009012244730318494,-4.553876891600541,-7.011756193725359
100,"[0.         0.0164897  0.03297788 0.04946276 0.06594269 0.08241602
 0.0988811  0.11533628 0.13177992 0.14821037 0.16462598 0.18102512
 0.19740613 0.21376739 0.23010725 0.24642407 0.26271623 0.2789821
 0.29522004 0.31142843 0.32760565 0.34375007 0.35986009 0.3759341
 0.39197047 0.40796761 0.42392392 0.4398378  0.45570765 0.47153189
 0.48730894 0.50303721 0.51871514 0.53434115 0.54991368 0.56543117
 0.58089207 0.59629483 0.61163792 0.62691978 0.64213891 0.65729377
 0.67238285 0.68740464 0.70235764 0.71724035 0.73205128 0.74678895
 0.76145189 0.77603863 0.79054771 0.80497769 0.81932712 0.83359456
 0.8477786  0.8618778  0.87589077 0.8898161  0.90365241 0.9173983
 0.93105242 0.94461338 0.95807985 0.97145047 0.98472392 0.99789886
 1.01097398 1.02394798 1.03681957 1.04958746 1.06225038 1.07480707
 1.08725628 1.09959676 1.11182729 1.12394666 1.13595366 1.14784709
 1.15962577 1.17128854 1.18283423 1.1942617  1.20556982 1.21675747
 1.22782354 1.23876694 1.24958657 1.26028139 1.27085032 1.28129233
 1.29160638 1.30179147 1.3118466  1.32177077 1.33156301 1.34122236
 1.35074789 1.36013865 1.36939373 1.37851224 1.38735111]","[0.         0.01648694 0.03297223 0.04945422 0.06593127 0.08240172
 0.09886393 0.11531626 0.13175706 0.14818468 0.16459748 0.18099382
 0.19737206 0.21373057 0.2300677  0.24638183 0.26267132 0.27893454
 0.29516987 0.31137568 0.32755035 0.34369227 0.35979982 0.37587139
 0.39190538 0.40790017 0.42385417 0.43976579 0.45563344 0.47145552
 0.48723045 0.50295666 0.51863258 0.53425663 0.54982726 0.56534291
 0.58080202 0.59620305 0.61154447 0.62682473 0.6420423  0.65719568
 0.67228333 0.68730376 0.70225546 0.71713693 0.73194669 0.74668325
 0.76134515 0.77593091 0.79043908 0.80486821 0.81921685 0.83348357
 0.84766695 0.86176555 0.87577798 0.88970284 0.90353872 0.91728425
 0.93093806 0.94449877 0.95796503 0.97133549 0.98460883 0.9977837
 1.0108588  1.02383281 1.03670443 1.04947239 1.0621354  1.0746922
 1.08714153 1.09948215 1.11171282 1.12383232 1.13583944 1.14773298
 1.15951174 1.17117455 1.18272025 1.19414767 1.20545568 1.21664315
 1.22770895 1.23865198 1.24947115 1.26016538 1.27073358 1.28117472
 1.29148774 1.30167161 1.31172531 1.32164785 1.33143822 1.34109544
 1.35061856 1.36000662 1.36925868 1.37837381 1.38735111]",0.0009629389520626489,-4.605170185988092,-6.945520541672331
105,"[0.         0.0157044  0.03140749 0.04710773 0.06280369 0.07849396
 0.09417709 0.10985168 0.12551629 0.14116951 0.15680991 0.17243608
 0.18804659 0.20364004 0.21921499 0.23477005 0.25030379 0.26581481
 0.28130169 0.29676305 0.31219746 0.32760353 0.34297986 0.35832505
 0.37363772 0.38891647 0.40415991 0.41936666 0.43453535 0.44966459
 0.46475301 0.47979925 0.49480193 0.5097597  0.52467119 0.53953506
 0.55434995 0.56911453 0.58382745 0.59848737 0.61309297 0.62764292
 0.64213591 0.65657061 0.67094572 0.68525993 0.69951195 0.71370048
 0.72782424 0.74188194 0.75587231 0.76979408 0.783646   0.7974268
 0.81113523 0.82477006 0.83833004 0.85181395 0.86522057 0.87854868
 0.89179707 0.90496455 0.91804992 0.931052   0.94396961 0.95680159
 0.96954676 0.98220398 0.9947721  1.00724999 1.01963652 1.03193057
 1.04413102 1.05623678 1.06824675 1.08015986 1.09197501 1.10369116
 1.11530723 1.12682219 1.138235   1.14954462 1.16075005 1.17185027
 1.18284429 1.19373112 1.20450977 1.21517929 1.22573872 1.23618711
 1.24652352 1.25674704 1.26685674 1.27685173 1.28673111 1.29649401
 1.30613955 1.31566688 1.32507515 1.33436354 1.3435312  1.35257735
 1.36150117 1.37030189 1.37897872 1.38735111]","[0.         0.01570187 0.03140232 0.04709991 0.06279324 0.07848087
 0.09416138 0.10983335 0.12549536 0.14114599 0.15678381 0.17240741
 0.18801538 0.20360629 0.21917873 0.2347313  0.25026257 0.26577115
 0.28125562 0.29671457 0.31214662 0.32755035 0.34292437 0.35826729
 0.37357772 0.38885426 0.40409553 0.41930014 0.43446673 0.44959391
 0.46468031 0.47972456 0.4947253  0.50968116 0.5245908  0.53945286
 0.55426598 0.56902884 0.58374008 0.59839837 0.61300239 0.62755081
 0.6420423  0.65647557 0.67084929 0.68516216 0.69941288 0.71360017
 0.72772273 0.74177929 0.75576856 0.76968929 0.7835402  0.79732004
 0.81102757 0.82466153 0.83822069 0.85170383 0.86510971 0.87843713
 0.89168487 0.90485173 0.91793652 0.93093806 0.94385515 0.95668663
 0.96943134 0.98208812 0.99465583 1.00713331 1.01951945 1.03181311
 1.04401319 1.05611857 1.06812816 1.08004086 1.09185561 1.10357132
 1.11518693 1.1267014  1.13811367 1.14942271 1.1606275  1.17172701
 1.18272025 1.19360621 1.2043839  1.21505236 1.22561061 1.23605769
 1.24639266 1.25661458 1.26672253 1.27671557 1.28659282 1.29635337
 1.30599634 1.31552085 1.32492604 1.33421105 1.34337505 1.35241721
 1.36133669 1.3701327  1.37880444 1.38735111]",0.001045341056509589,-4.653960350157523,-6.863412076946787
110,"[0.         0.01499053 0.02997992 0.04496684 0.05995003 0.07492827
 0.08990031 0.10486491 0.11982084 0.13476686 0.14970173 0.16462422
 0.17953309 0.19442711 0.20930505 0.22416568 0.23900777 0.25383009
 0.26863142 0.28341052 0.29816619 0.31289719 0.32760231 0.34228034
 0.35693006 0.37155025 0.38613972 0.40069725 0.41522164 0.42971169
 0.44416619 0.45858397 0.47296381 0.48730454 0.50160497 0.51586391
 0.53008019 0.54425263 0.55838006 0.57246132 0.58649523 0.60048064
 0.61441639 0.62830133 0.64213431 0.6559142  0.66963984 0.68331011
 0.69692388 0.71048002 0.72397741 0.73741494 0.75079149 0.76410597
 0.77735727 0.7905443  0.80366596 0.81672119 0.82970889 0.84262799
 0.85547744 0.86825616 0.88096311 0.89359723 0.90615749 0.91864284
 0.93105227 0.94338473 0.95563923 0.96781474 0.97991027 0.99192482
 1.00385739 1.01570701 1.02747271 1.0391535  1.05074844 1.06225656
 1.07367692 1.08500859 1.09625063 1.10740211 1.11846213 1.12942977
 1.14030414 1.15108434 1.16176949 1.17235872 1.18285116 1.19324594
 1.20354223 1.21373917 1.22383594 1.23383172 1.24372568 1.25351703
 1.26320496 1.27278869 1.28226745 1.29164045 1.30090695 1.31006619
 1.31911743 1.32805994 1.336893   1.34561591 1.35422795 1.36272844
 1.3711167  1.37939206 1.38735111]","[0.         0.01498817 0.0299751  0.04495955 0.05994029 0.07491607
 0.08988566 0.10484783 0.11980133 0.13474492 0.14967739 0.16459748
 0.17950397 0.19439562 0.20927121 0.2241295  0.23896927 0.25378929
 0.26858834 0.28336519 0.29811862 0.31284741 0.32755035 0.34222622
 0.3568738  0.3714919  0.38607929 0.40063477 0.41515714 0.42964521
 0.44409776 0.45851361 0.47289157 0.48723045 0.50152906 0.51578622
 0.53000076 0.5441715  0.55829726 0.57237688 0.5864092  0.60039305
 0.61432729 0.62821076 0.6420423  0.65582079 0.66954508 0.68321403
 0.69682652 0.71038142 0.72387762 0.73731398 0.75068942 0.76400281
 0.77725307 0.79043908 0.80355978 0.81661406 0.82960085 0.84251909
 0.85536769 0.86814561 0.88085177 0.89348514 0.90604467 0.91852932
 0.93093806 0.94326986 0.9555237  0.96769858 0.97979348 0.99180741
 1.00373937 1.01558838 1.02735346 1.03903363 1.05062793 1.0621354
 1.0735551  1.08488607 1.09612738 1.1072781  1.11833732 1.12930411
 1.14017757 1.1509568  1.16164091 1.17222902 1.18272025 1.19311373
 1.20340861 1.21360404 1.22369917 1.23369317 1.24358521 1.25337447
 1.26306016 1.27264145 1.28211758 1.29148774 1.30075117 1.30990709
 1.31895477 1.32789344 1.33672236 1.34544082 1.35404808 1.36254344
 1.37092619 1.37919564 1.38735111]",0.001114615814337418,-4.700480365792417,-6.799245494577241
115,"[0.         0.01433877 0.02867654 0.04301214 0.05734448 0.07167249
 0.08599507 0.10031115 0.11461963 0.12891944 0.1432095  0.15748872
 0.17175602 0.18601032 0.20025054 0.21447561 0.22868446 0.24287599
 0.25704915 0.27120286 0.28533604 0.29944763 0.31353656 0.32760177
 0.34164218 0.35565675 0.3696444  0.38360408 0.39753473 0.4114353
 0.42530474 0.439142   0.45294602 0.46671578 0.48045022 0.49414831
 0.507809   0.52143128 0.5350141  0.54855644 0.56205727 0.57551558
 0.58893035 0.60230055 0.61562519 0.62890325 0.64213373 0.65531563
 0.66844794 0.68152969 0.69455988 0.70753753 0.72046165 0.73333126
 0.74614541 0.7589031  0.7716034  0.78424532 0.79682792 0.80935025
 0.82181136 0.83421032 0.84654617 0.858818   0.87102487 0.88316587
 0.89524008 0.90724659 0.91918448 0.93105287 0.94285085 0.95457754
 0.96623205 0.9778135  0.98932102 1.00075374 1.0121108  1.02339135
 1.03459454 1.04571952 1.05676545 1.06773151 1.07861687 1.08942072
 1.10014223 1.1107806  1.12133504 1.13180476 1.14218896 1.15248687
 1.16269772 1.17282074 1.18285517 1.19280026 1.20265528 1.21241948
 1.22209213 1.23167251 1.24115992 1.25055363 1.25985295 1.26905719
 1.27816567 1.28717771 1.29609263 1.30490979 1.31362853 1.3222482
 1.33076817 1.33918781 1.3475065  1.35572363 1.3638386  1.37185081
 1.37975968 1.38735111]","[0.         0.01433653 0.02867197 0.04300524 0.05733526 0.07166095
 0.08598122 0.10029499 0.11460117 0.12889869 0.14318646 0.1574634
 0.17172844 0.18598049 0.20021848 0.21444133 0.22864797 0.24283732
 0.2570083  0.27115986 0.2852909  0.29940038 0.31348722 0.32755035
 0.34158872 0.35560126 0.3695869  0.38354461 0.39747331 0.41137196
 0.4252395  0.43907489 0.45287707 0.46664502 0.48037768 0.49407401
 0.50773299 0.52135358 0.53493474 0.54847545 0.5619747  0.57543145
 0.58884469 0.6022134  0.61553658 0.62881322 0.6420423  0.65522285
 0.66835384 0.6814343  0.69446324 0.70743966 0.72036259 0.73323105
 0.74604407 0.75880068 0.77149991 0.78414081 0.79672241 0.80924378
 0.82170395 0.83410198 0.84643695 0.85870792 0.87091396 0.88305414
 0.89512755 0.90713328 0.91907041 0.93093806 0.94273531 0.95446127
 0.96611507 0.97769581 0.98920263 1.00063464 1.011991   1.02327084
 1.0344733  1.04559754 1.05664272 1.06760801 1.07849256 1.08929557
 1.10001622 1.11065368 1.12120717 1.13167587 1.14205901 1.15235579
 1.16256544 1.17268718 1.18272025 1.19266388 1.20251734 1.21227987
 1.22195074 1.2315292  1.24101455 1.25040606 1.25970302 1.26890473
 1.2780105  1.28701963 1.29593144 1.30474526 1.31346042 1.32207627
 1.33059215 1.33900742 1.34732144 1.35553359 1.36364324 1.37164978
 1.3795526  1.38735111]",0.0011664158567963026,-4.74493212836325,-6.753819602155251
